"Subjects" "Activity" "timeBodyAccelerometer-mean()-X" "timeBodyAccelerometer-mean()-Y" "timeBodyAccelerometer-mean()-Z" "timeBodyAccelerometer-std()-X" "timeBodyAccelerometer-std()-Y" "timeBodyAccelerometer-std()-Z" "timeGravityAccelerometer-mean()-X" "timeGravityAccelerometer-mean()-Y" "timeGravityAccelerometer-mean()-Z" "timeGravityAccelerometer-std()-X" "timeGravityAccelerometer-std()-Y" "timeGravityAccelerometer-std()-Z" "timeBodyAccelerometerJerk-mean()-X" "timeBodyAccelerometerJerk-mean()-Y" "timeBodyAccelerometerJerk-mean()-Z" "timeBodyAccelerometerJerk-std()-X" "timeBodyAccelerometerJerk-std()-Y" "timeBodyAccelerometerJerk-std()-Z" "timeBodyGyroscope-mean()-X" "timeBodyGyroscope-mean()-Y" "timeBodyGyroscope-mean()-Z" "timeBodyGyroscope-std()-X" "timeBodyGyroscope-std()-Y" "timeBodyGyroscope-std()-Z" "timeBodyGyroscopeJerk-mean()-X" "timeBodyGyroscopeJerk-mean()-Y" "timeBodyGyroscopeJerk-mean()-Z" "timeBodyGyroscopeJerk-std()-X" "timeBodyGyroscopeJerk-std()-Y" "timeBodyGyroscopeJerk-std()-Z" "timeBodyAccelerometerMagnitude-mean()" "timeBodyAccelerometerMagnitude-std()" "timeGravityAccelerometerMagnitude-mean()" "timeGravityAccelerometerMagnitude-std()" "timeBodyAccelerometerJerkMagnitude-mean()" "timeBodyAccelerometerJerkMagnitude-std()" "timeBodyGyroscopeMagnitude-mean()" "timeBodyGyroscopeMagnitude-std()" "timeBodyGyroscopeJerkMagnitude-mean()" "timeBodyGyroscopeJerkMagnitude-std()" "frequencyBodyAccelerometer-mean()-X" "frequencyBodyAccelerometer-mean()-Y" "frequencyBodyAccelerometer-mean()-Z" "frequencyBodyAccelerometer-std()-X" "frequencyBodyAccelerometer-std()-Y" "frequencyBodyAccelerometer-std()-Z" "frequencyBodyAccelerometerJerk-mean()-X" "frequencyBodyAccelerometerJerk-mean()-Y" "frequencyBodyAccelerometerJerk-mean()-Z" "frequencyBodyAccelerometerJerk-std()-X" "frequencyBodyAccelerometerJerk-std()-Y" "frequencyBodyAccelerometerJerk-std()-Z" "frequencyBodyGyroscope-mean()-X" "frequencyBodyGyroscope-mean()-Y" "frequencyBodyGyroscope-mean()-Z" "frequencyBodyGyroscope-std()-X" "frequencyBodyGyroscope-std()-Y" "frequencyBodyGyroscope-std()-Z" "frequencyBodyAccelerometerMagnitude-mean()" "frequencyBodyAccelerometerMagnitude-std()" "frequencyBodyAccelerometerJerkMagnitude-mean()" "frequencyBodyAccelerometerJerkMagnitude-std()" "frequencyBodyGyroscopeMagnitude-mean()" "frequencyBodyGyroscopeMagnitude-std()" "frequencyBodyGyroscopeJerkMagnitude-mean()" "frequencyBodyGyroscopeJerkMagnitude-std()"
10 "Walking Upstairs" 0.267120748846939 -0.0199248450146258 -0.103564810297619 -0.551875825744898 -0.411843879007143 -0.529335001929932 0.663411496894558 0.0170377106496599 0.12765235880034 -0.958335598333333 -0.948277839891156 -0.941599563095238 0.0803391825741497 0.011576901134966 -0.0133657318957755 -0.585311965814626 -0.520205564421088 -0.68579660547619 -0.0270912903987075 -0.0758584525248299 0.0910689122253401 -0.692134196095238 -0.573771296945748 -0.601790478785714 -0.0915423663329932 -0.0411147380472789 -0.0515777974979592 -0.660347626530612 -0.67156151972449 -0.692927175482653 -0.477405280111905 -0.515676300428571 -0.477405280111905 -0.515676300428571 -0.577257875482993 -0.553206206017007 -0.528035644170068 -0.583263063238095 -0.676323229829932 -0.676922252047619 -0.567936177839796 -0.440315164875646 -0.56976083794898 -0.54721209217449 -0.435650308808605 -0.546447353877551 -0.603036673407857 -0.550527584100139 -0.660147595 -0.604309315561565 -0.519860553418027 -0.710033487952381 -0.622186027663605 -0.578197155391497 -0.581267167869728 -0.715680893431973 -0.576560515457483 -0.646519169387755 -0.50209120420585 -0.601430309129252 -0.548133902769388 -0.563410297630782 -0.601106536956463 -0.646439675139456 -0.679418810754082 -0.697262214666667
11 "Walking Downstairs" 0.270338648677419 -0.0120843053956774 -0.0995950257 -0.649747259903226 -0.534458473657419 -0.653647730625807 0.685339693741935 -0.00935761889219355 0.110731020625806 -0.969019699483871 -0.946011053612903 -0.931303889935484 0.07949606568 0.0133876969819355 -0.00740469684264839 -0.64609793464129 -0.606131016572258 -0.781913050258065 -0.0295828814119355 -0.0728095703793548 0.0924872787341935 -0.763017142322581 -0.708650767296774 -0.69880839834129 -0.0989469396490323 -0.0484669580851613 -0.0465944668791613 -0.741790681935484 -0.805543419090323 -0.752375121741935 -0.590561945076645 -0.61456458396129 -0.590561945076645 -0.61456458396129 -0.665178061807097 -0.622993073605806 -0.650007636509677 -0.696673996154839 -0.777506031354839 -0.792103343483871 -0.643325793552903 -0.562584757273548 -0.7043019506 -0.653418750032903 -0.551082045118064 -0.657893530387097 -0.656968144748387 -0.632580457393548 -0.769270829096774 -0.666809004440452 -0.604745331742581 -0.793245830709677 -0.713034824580645 -0.733468923922581 -0.669989584187097 -0.780123458 -0.70039823576129 -0.737172035870968 -0.608112686509677 -0.680008557165161 -0.620729159270968 -0.630439922010323 -0.721467650470968 -0.735210540193548 -0.795666464832258 -0.803880989935484
11 "Walking Upstairs" 0.269810948111801 -0.0167424044992547 -0.119267700701863 -0.60703437226664 -0.390800903601242 -0.525176308862733 0.755309156639752 -0.0844796572857143 0.00874700227763975 -0.967921060186335 -0.964975552670807 -0.926936124416149 0.0799204126124224 0.0128693974298137 -0.00470666309526708 -0.566655375088199 -0.498160915221739 -0.749661983354037 -0.00676575765335404 -0.10010754012236 0.0809548070360248 -0.70838166310559 -0.469710413852795 -0.649700987714286 -0.0968269845063975 -0.0350141345645963 -0.0523261053917391 -0.646019547962733 -0.661778762552795 -0.703446405031056 -0.502933313012422 -0.549267298834161 -0.502933313012422 -0.549267298834161 -0.585993575310559 -0.548943171981615 -0.510523724449689 -0.520790048079503 -0.664360190602485 -0.677565191329193 -0.585455523428571 -0.442101817514286 -0.640074507639752 -0.617575540272671 -0.405449548268323 -0.509692509885714 -0.592282502206832 -0.538962307485093 -0.734545875714286 -0.578873631012422 -0.48768859018559 -0.763202227763975 -0.651306158850932 -0.54392405651677 -0.606765047329193 -0.727844319565217 -0.438092321873292 -0.697503483664596 -0.534149274838509 -0.631112872385093 -0.536735700374907 -0.568009716127329 -0.56417008452795 -0.577960782279503 -0.673916868062112 -0.705825735478261
12 "Walking Downstairs" 0.275556449753125 -0.0185059120159375 -0.109366087311944 -0.63169701339375 -0.469755327625938 -0.658261515184375 0.68245937775 0.0397666863724375 0.03495098153375 -0.96380730434375 -0.945448751846875 -0.93060953703125 0.0655654914138125 0.0091386273851875 0.00279496637284375 -0.65255956575625 -0.558472844958125 -0.80941921290625 -0.023672633181625 -0.076948426335 0.086976042579875 -0.695327638861562 -0.75595194796875 -0.694189537375 -0.0983742381403125 -0.0407178060828125 -0.0512632621391563 -0.694140056390625 -0.83318923265625 -0.715751194759375 -0.565607662029969 -0.601221564157812 -0.565607662029969 -0.601221564157812 -0.659462756175 -0.625113276493125 -0.63702530963125 -0.66316139248125 -0.77510970159375 -0.79626009759375 -0.636471869249687 -0.494684419983437 -0.71014161659375 -0.63104357270625 -0.491554889439375 -0.658923774309375 -0.663113694478125 -0.585089980197906 -0.7921177569375 -0.673203587705 -0.560059614244522 -0.82540804815625 -0.643586202514063 -0.76793265253125 -0.652997711361875 -0.713907608942188 -0.75165187775 -0.7380585994375 -0.588548550823437 -0.671738504074687 -0.61844518007125 -0.637342544281438 -0.70896716984125 -0.693459547173125 -0.8042833799375 -0.80126589959375
13 "Walking Downstairs" 0.277457724617737 -0.0168286630177462 -0.108877668026606 -0.469782582692049 -0.385378080015015 -0.66218849988685 0.725431054342508 0.059500172140367 0.0790141889983092 -0.964620897186544 -0.945972787737003 -0.94415435529052 0.0858373170458716 0.00230530811541284 -0.0033873973662263 -0.525570586840673 -0.478852505518654 -0.786940111100917 -0.0277065754568807 -0.0781519158820489 0.0892119655899388 -0.69994001424526 -0.685400065229358 -0.612632673871254 -0.10373288362844 -0.0483766530588379 -0.0539600995963303 -0.644438042357798 -0.758461794036697 -0.55598825489633 -0.437730120953364 -0.485371610633028 -0.437730120953364 -0.485371610633028 -0.560582124889908 -0.542654468908868 -0.589626075778899 -0.653898344430275 -0.692626522110092 -0.721456511009174 -0.50323115646789 -0.415975368392966 -0.703825371620795 -0.459419263902446 -0.409080858600214 -0.667633230721713 -0.551690298418654 -0.525048574937309 -0.770595450428135 -0.541452121615596 -0.463676085744893 -0.801843310856269 -0.615323792050764 -0.69503824440367 -0.53094585478156 -0.727694546287462 -0.683481364006116 -0.679935809327217 -0.488734698229358 -0.565306664601223 -0.525076766595841 -0.569591534259939 -0.662185000610398 -0.710271590850153 -0.73116547764526 -0.729468737981651
14 "Walking Downstairs" 0.272417564891641 -0.0177224299791641 -0.11248050574613 -0.519420225940619 -0.417468559781115 -0.551807747718669 0.689903643993808 -0.0379308857931889 0.0325989255349845 -0.958460939071207 -0.950358062043344 -0.930869790928793 0.0843619412443653 0.00619989416702786 -0.00773327245789474 -0.560183095967802 -0.498339191502755 -0.661957972803963 -0.0428455908782353 -0.0741975835163158 0.0906305544358514 -0.659537656421981 -0.606667459541796 -0.60394856808421 -0.0853579697756347 -0.0456021856941796 -0.052446348796904 -0.559285865575851 -0.639531339733746 -0.577256212154303 -0.462697832508947 -0.468415650055511 -0.462697832508947 -0.468415650055511 -0.55686411058452 -0.499854894433127 -0.547851638698885 -0.556709254847988 -0.617945926541796 -0.609657535001734 -0.531106512433437 -0.43812192992291 -0.583451075971207 -0.516303562153282 -0.444593350170898 -0.572579795296006 -0.581771855320743 -0.53846862272322 -0.642434133075232 -0.577388698078043 -0.488730988002167 -0.680172738058204 -0.543821094256037 -0.593021178811145 -0.537537394893498 -0.698550351812074 -0.619678747863777 -0.666746114993808 -0.463315924063901 -0.555424859616099 -0.495662420952322 -0.508762555166378 -0.557788308662539 -0.63748519716161 -0.620169357024768 -0.624050677319907
15 "Sitting" 0.270081524255319 -0.0254049533148936 -0.103738305829787 -0.388143738719149 -0.0773573961702128 -0.254097108978723 0.938084903829787 -0.199490995177872 -0.0297157527897872 -0.951977609361702 -0.944348441914894 -0.895151505957447 0.0990970005319149 -0.00966732519574468 -0.053416080787234 -0.349932612808511 -0.228856865893617 -0.546388616191489 0.0684727486212766 -0.139426334829787 0.0685701947595745 -0.488060908961702 -0.24992226762766 -0.35195294436383 -0.0966672574255319 -0.0590148712978723 -0.0818670443744681 -0.481767108180851 -0.505703519937021 -0.571400122978723 -0.224408443787234 -0.383964188297872 -0.224408443787234 -0.383964188297872 -0.328074318382979 -0.350249728029787 -0.207462960687234 -0.315287035180851 -0.501830792468085 -0.55014312106383 -0.35121047457234 -0.0936176256382979 -0.33245729412766 -0.404653483006383 -0.128454332851064 -0.277159925085106 -0.35431161027234 -0.261354420408511 -0.49154615993617 -0.406189874819149 -0.246787299361702 -0.601626346340426 -0.379893846042553 -0.269739369678723 -0.340816840793617 -0.524008131659574 -0.246960562297872 -0.417741497114894 -0.302327650553191 -0.533353423510638 -0.290262139274468 -0.442194822319149 -0.347316348638298 -0.415316596797872 -0.523278202574468 -0.62155905606383
15 "Walking Downstairs" 0.272837796590747 -0.0182866752657295 -0.114106032980783 -0.570964247711744 -0.477849925453737 -0.530794439201779 0.672326041174377 0.0265722167733096 0.0727352706445694 -0.959623219733096 -0.952766878373665 -0.928291715516014 0.0774940966882562 0.00465805300594306 -0.00612444486725979 -0.60319229383968 -0.564644804959787 -0.70456143391815 -0.0554236177755872 -0.0592789947608897 0.0971187603779359 -0.644412394345196 -0.642369320361566 -0.64585349602847 -0.0951525800588114 -0.0372973038867972 -0.0628169345981495 -0.670205115424199 -0.693001076924911 -0.72981467433452 -0.505766710576157 -0.530002640523132 -0.505766710576157 -0.530002640523132 -0.606230085030356 -0.564722861655872 -0.542454115721352 -0.591988825089324 -0.703976386377224 -0.684137154328114 -0.58325262296548 -0.499731237642705 -0.58513927183605 -0.567037337644128 -0.500200235953737 -0.540112998819929 -0.624916823992883 -0.593912971353274 -0.681903848411317 -0.6165843026 -0.562551043050534 -0.725834172352313 -0.602616994935231 -0.633354650658007 -0.632483734552776 -0.660714679633452 -0.652831336450178 -0.68496924072242 -0.526833687217082 -0.606897299158007 -0.560888368829609 -0.573854262866904 -0.624607466432989 -0.643250284686833 -0.687966593250427 -0.702686091595018
16 "Sitting" 0.273374220713115 -0.0182589744768306 -0.108094516148087 -0.664098007940164 -0.534097281035792 -0.632434404875956 0.627221272349727 0.101929679006011 0.118808261308743 -0.964575815426229 -0.956649042486339 -0.945593372382514 0.0831137399740984 0.00513567468888525 -0.00653594321185792 -0.691637297208743 -0.636880690678142 -0.786822636107104 -0.0242357735727049 -0.0725983147377049 0.076697674915847 -0.770503362153005 -0.719230435022678 -0.656775807307377 -0.0972731636874317 -0.0438641156169945 -0.0482759386840164 -0.804034241530055 -0.821234975503169 -0.790706410349727 -0.593449260462568 -0.657972749966393 -0.593449260462568 -0.657972749966393 -0.680244971317432 -0.694876365737705 -0.637068982820109 -0.714479999596994 -0.804629069508197 -0.837833499226776 -0.682478909653006 -0.567575699672131 -0.697013843093716 -0.658704559434973 -0.547557808969399 -0.629627573130874 -0.706428183232787 -0.658426967612568 -0.771371711894262 -0.704376987959016 -0.638931049301093 -0.801191752516393 -0.741934450120219 -0.747575203543716 -0.665858643624863 -0.781313421576503 -0.709177509735246 -0.686720901822404 -0.642209128450273 -0.722052898431967 -0.675095568132787 -0.72462611029235 -0.755998921597268 -0.738430993259563 -0.831703236125956 -0.857988327281421
17 "Sitting" 0.270172175709239 -0.0168227747789674 -0.10218250896288 -0.55754948776413 -0.367542050986793 -0.411530956793125 0.729258435345109 -0.123261012435598 -0.0684698846440217 -0.948743676548913 -0.944633623494565 -0.923682559266304 0.0807233610844565 0.00549463886671739 -0.0110519934906005 -0.612728177292011 -0.548382881006522 -0.7131749960625 -0.0249858673064402 -0.0821238593872283 0.074121066046534 -0.712362628121467 -0.491525767390082 -0.485593906002717 -0.0949168163862147 -0.0459613984880136 -0.0429022658926359 -0.759847324293478 -0.753516263706522 -0.675202703999456 -0.44146246510625 -0.488214257770652 -0.44146246510625 -0.488214257770652 -0.60219498455 -0.590570592187201 -0.471132448997527 -0.540314713138587 -0.733151230521739 -0.768162611377717 -0.576415117882337 -0.43137438573712 -0.540451462407609 -0.551542128609647 -0.377288127097283 -0.39430232619481 -0.629529829264402 -0.568836515749185 -0.682040054463315 -0.630309820030978 -0.557182730191033 -0.743411489788315 -0.677211311206522 -0.591711619179348 -0.507354518101087 -0.725705599353261 -0.444795473776005 -0.528206386136413 -0.502171223427717 -0.561626374965217 -0.585228052502853 -0.600342362225543 -0.610480354691033 -0.575091494570435 -0.762950955119565 -0.792457717002717
18 "Sitting" 0.277118825876374 -0.0171202740600275 -0.111524867003297 -0.521538656871703 -0.393029751518049 -0.567176887607143 0.688283549027473 0.0623106363873626 -0.0180617626109066 -0.963986605796703 -0.951735892582418 -0.939699171648352 0.0755966639233517 0.0052973086150467 -0.000875389876662088 -0.585013049796703 -0.546859738469203 -0.762053884579615 -0.018461329221511 -0.0814726030245055 0.0768979281258242 -0.664594299217033 -0.592226517661264 -0.591991628431868 -0.0971970097546703 -0.044468157178489 -0.0569393539991758 -0.714974046456044 -0.79358311243956 -0.732862852760989 -0.453888937363626 -0.484865035870165 -0.453888937363626 -0.484865035870165 -0.602643575989478 -0.575920518330495 -0.516503287728297 -0.579135011224451 -0.753124536294231 -0.787785222758242 -0.547224124425824 -0.438457659117335 -0.634089541489011 -0.5127618259 -0.409860327270742 -0.568331628096154 -0.605675136224176 -0.562388689812912 -0.734992098013736 -0.600831338100137 -0.561343405599258 -0.788324497519231 -0.631657224181044 -0.662959117672665 -0.603790723293956 -0.677584706826923 -0.558903713789011 -0.627866224115385 -0.491041450300687 -0.562670135796703 -0.562202821022802 -0.597992619785714 -0.646471696774725 -0.609066149162088 -0.784190511011978 -0.808648210151099
19 "Sitting" 0.278429034769444 -0.0158414937190278 -0.107169724683333 -0.672453089295278 -0.657832687193889 -0.614643222420278 0.698813028730556 -0.065748362425 0.0482338054561111 -0.971213121055556 -0.965396187694444 -0.945458960477778 0.0768198326463889 0.00784261594824722 -0.00268710502879167 -0.730348439416667 -0.740879294733333 -0.773158620925278 -0.0143610550870556 -0.0726676918936111 0.0740942273027778 -0.803238336111111 -0.815420961944444 -0.745390366177778 -0.106629235834056 -0.0416100031421944 -0.0543849911721389 -0.860655291138889 -0.872015290638889 -0.840288000972222 -0.62289133676775 -0.667971408416667 -0.62289133676775 -0.667971408416667 -0.72969283355 -0.723818634236944 -0.725037994944444 -0.787355575638889 -0.863044219861111 -0.876991397138889 -0.704183204444722 -0.678872203536556 -0.669888147538111 -0.661620156448278 -0.669547534184722 -0.616658256476111 -0.747427388472222 -0.753832557188889 -0.758324770197222 -0.7367370126955 -0.744513650518333 -0.786619968433333 -0.793792929959444 -0.820590023777778 -0.762431911722222 -0.808559869166667 -0.815123315933333 -0.764538228013889 -0.672541448614722 -0.718339329139167 -0.717427529017917 -0.733887545610278 -0.819582086416667 -0.804271616938889 -0.874887622527778 -0.888711755166667
20 "Sitting" 0.273537178411765 -0.0171324597546324 -0.110188713370846 -0.717155443312868 -0.684840438230993 -0.692331964080147 0.733424739080882 -0.00552535279411765 -0.0553367725165441 -0.974067450036765 -0.959990440661765 -0.951104050808824 0.0824999237496324 0.0112433997856618 -0.000379688618933822 -0.765670225878677 -0.747577143609191 -0.838036999779412 -0.0181700873214118 -0.0770569121392573 0.0778012853025735 -0.834458040551471 -0.800132331433824 -0.791418876809927 -0.104672798472059 -0.0399548519634191 -0.0523875735134191 -0.859351324080882 -0.836301504926471 -0.865673517720588 -0.673519338752206 -0.722673044458088 -0.673519338752206 -0.722673044458088 -0.766922125303309 -0.764983890581985 -0.752274925395772 -0.821330740955882 -0.845827576507353 -0.850942958933824 -0.74500130596739 -0.704677800772868 -0.752972757261029 -0.707331936756618 -0.694361161392279 -0.684874883126838 -0.788396056678309 -0.771886734147059 -0.831186139816177 -0.763535237697426 -0.738676516012132 -0.843578516911765 -0.816716504996324 -0.803948561213235 -0.801100050183824 -0.841214544558823 -0.799681125257353 -0.807860380863971 -0.729298960926103 -0.762493471065809 -0.765464289851103 -0.766207889094118 -0.826152263492647 -0.851228666580882 -0.855101882022059 -0.857242075992647
20 "Standing" 0.271660464146341 -0.0188609141530488 -0.108310487414634 -0.403361022695122 -0.304405051553049 -0.572063078414634 0.548487999756098 0.0575568265853659 0.112379653207317 -0.969435129268293 -0.960511205487805 -0.947863897926829 0.0845752400158537 0.00635346064987805 0.0142381638640244 -0.514253567012195 -0.470441252715854 -0.739153453902439 0.0034126958804878 -0.0982683303414634 0.0696837763451219 -0.589692253646341 -0.674018224756098 -0.560838891902439 -0.118333511754878 -0.0407770474731707 -0.0526626918865854 -0.617107287926829 -0.807957648414634 -0.672816629634146 -0.351227940674878 -0.482516272515854 -0.351227940674878 -0.482516272515854 -0.537987136097561 -0.532112002195122 -0.500153853 -0.595972868658537 -0.730145440853659 -0.766248642804878 -0.469097845828049 -0.363799179798171 -0.624117741097561 -0.381177289231707 -0.319211685289024 -0.577756527073171 -0.568866719878049 -0.504040125951219 -0.718598901707317 -0.502552789263415 -0.469578940079268 -0.758138512682927 -0.531484519701219 -0.706683270487805 -0.55795937695122 -0.610245065158537 -0.658447118902439 -0.603458349939024 -0.492805921752439 -0.557514795242683 -0.551660578536585 -0.514306460987805 -0.648689343414634 -0.631061455365854 -0.772168385731707 -0.775806039878049
21 "Standing" 0.271151496833333 -0.0181102687229681 -0.117304011965142 -0.567905771797157 -0.506789372936397 -0.654780814192402 0.524468717916667 0.0466051118137255 0.185060356534877 -0.959726783112745 -0.959368877671569 -0.942205834093137 0.0760635082465441 0.0108654012379449 6.03443089583333e-05 -0.579300958415662 -0.584274894548039 -0.722021006982108 -0.0365644793295941 -0.0690168030794118 0.0878307824281863 -0.645978480436765 -0.660377341278701 -0.648970257191422 -0.0922514394730392 -0.0375007094116912 -0.0549869531996078 -0.636291231442157 -0.742863735893627 -0.698457942817083 -0.528984514732083 -0.591752221179093 -0.528984514732083 -0.591752221179093 -0.589320903226716 -0.611590607166422 -0.560291560349265 -0.619836429025735 -0.700158468080392 -0.740591053709069 -0.587204504025515 -0.526977545011324 -0.658712432015319 -0.561774804635049 -0.528076445357966 -0.681957709483824 -0.603460977923676 -0.607936543032598 -0.698276612438726 -0.592397645485539 -0.586661756853137 -0.744544744704877 -0.566549876591667 -0.65943624557451 -0.6121495504525 -0.672647917657745 -0.665411336287255 -0.695518927862745 -0.557280795292083 -0.678110396860294 -0.587488413290245 -0.648129612472549 -0.648446660852206 -0.668592008045343 -0.734778644193627 -0.767714300659314
22 "Standing" 0.277272478071651 -0.0171976649158878 -0.108267572414642 -0.765689735959502 -0.675043834515919 -0.748263559647975 0.588384873725857 0.00316795904984424 0.100420560417445 -0.967611651183801 -0.972466859003115 -0.956203440031153 0.0816642370146417 0.00562172573562679 -0.00942658592352025 -0.782742639099564 -0.748272204471651 -0.842289477713396 -0.0336213822208287 -0.0743405451222118 0.0930839401629284 -0.843579696619938 -0.820502245825545 -0.776231997894081 -0.0962804710847352 -0.0413640032841869 -0.0524826288448598 -0.839028301003115 -0.863411918535826 -0.858901667320872 -0.72157285417352 -0.749016163476635 -0.72157285417352 -0.749016163476635 -0.783902262252959 -0.765125923334579 -0.767253512850779 -0.814206253676013 -0.857074288971963 -0.86461178271028 -0.778807188533333 -0.697087573093146 -0.783128760294392 -0.76155440941433 -0.684193273083489 -0.749560977615576 -0.79356769317134 -0.761205256447975 -0.831354114616822 -0.791171684721495 -0.751630293298754 -0.851869861747165 -0.811180763582555 -0.818880658816199 -0.786938751956386 -0.85453814911215 -0.823860490560748 -0.794830572332399 -0.749176173570093 -0.788122808367913 -0.766448318342741 -0.765284121703738 -0.82806407 -0.837623998504673 -0.868522743302181 -0.869705995576324
23 "Standing" 0.276295306889247 -0.0170502058287742 -0.108918952210484 -0.477881707707339 -0.396381659137446 -0.582455767610484 0.640278408145161 -0.0260229066451613 0.170603661554489 -0.956526525860215 -0.955618827266398 -0.937982135943548 0.079181981364543 0.0112263082701344 -0.00791991790397849 -0.526650308601613 -0.49559924682068 -0.704425340696398 -0.00321661685010753 -0.0983656820247312 0.0752284771481183 -0.665939039221237 -0.726552008763441 -0.590697364319409 -0.111986636027177 -0.0365397748426882 -0.0571540361039247 -0.675363390978495 -0.804417672822581 -0.706623051991936 -0.426555938383118 -0.519117375212957 -0.426555938383118 -0.519117375212957 -0.548003844527419 -0.52381797068793 -0.575108114651344 -0.640291007222849 -0.747169467096774 -0.783897903790323 -0.530626280581989 -0.421166851778763 -0.618309767993011 -0.45944710285 -0.42291601549543 -0.596833302485484 -0.552159869305645 -0.511546337070161 -0.681560876136021 -0.543048870016801 -0.513856626395677 -0.726222695532258 -0.600671636653226 -0.727222678206989 -0.580112556572581 -0.687962982432796 -0.729159666854839 -0.633130701124731 -0.501020236284946 -0.606803428295161 -0.519475788954032 -0.534451912885484 -0.685966393091398 -0.673846780591398 -0.786061766908602 -0.798646971854839
24 "Standing" 0.27265968704357 -0.0199071244918635 -0.108778127216037 -0.606580200421785 -0.515787411005354 -0.44256979613622 0.667102929475066 0.00580640443989501 0.0461727903386877 -0.96413852152231 -0.960060540551181 -0.934369489711286 0.0792054576046982 0.019549293398937 -0.00258685850934908 -0.593093996664305 -0.606224356965354 -0.599876735592152 -0.0250098917876378 -0.0803659497203412 0.0751998757733596 -0.747676481023622 -0.499411265811024 -0.598834192382415 -0.0962820956532808 -0.0448274894897638 -0.0629807975059842 -0.722207656955381 -0.549057208683727 -0.735144932860892 -0.516383623334121 -0.55559860899916 -0.516383623334121 -0.55559860899916 -0.574819241790814 -0.546083072171391 -0.535868952654121 -0.536166535146457 -0.622237065395013 -0.576183138252073 -0.585168529355381 -0.533478791599475 -0.483833703339895 -0.617000965932808 -0.538541498795774 -0.466519636221444 -0.602314389425984 -0.614925249685302 -0.575039377027821 -0.621490137435433 -0.625857794177428 -0.625002542275066 -0.675445589627297 -0.49759675725958 -0.607155169015748 -0.771646854808399 -0.506473518682152 -0.634171527591339 -0.517259204088976 -0.649732058308137 -0.52954350842021 -0.571950490772441 -0.531809634504724 -0.625416385072966 -0.586082089473491 -0.596112946570079
25 "Laying" 0.281587895671642 -0.0232940871262687 -0.111342868820896 -0.35449578219403 -0.122076968631343 -0.358563807910448 0.95220845 -0.16165490480597 0.0466790853059701 -0.967471422238806 -0.944533584477612 -0.912598794925373 0.104281423896716 -0.00154458795223881 -0.015790759761791 -0.550905335373134 -0.439023398955224 -0.730473943880597 0.0446095071791045 -0.114724830571343 0.0844635376626866 -0.352327987776119 -0.447250805820896 -0.495293246716418 -0.114935814892537 -0.0380204553547761 -0.0541320693262687 -0.508540971940298 -0.794738742238806 -0.642143695522388 -0.242882056238806 -0.355656243895522 -0.242882056238806 -0.355656243895522 -0.544945887313433 -0.543349355671642 -0.234817039132836 -0.349989404771642 -0.682856995671642 -0.722952022835821 -0.436034489253731 -0.227198247731343 -0.536272947910448 -0.326181856286567 -0.126670021822388 -0.32338945780597 -0.563297812686567 -0.477200653134328 -0.708871252238806 -0.579391492537313 -0.43525080158209 -0.750957549701493 -0.308711959208955 -0.595633568656716 -0.489308655223881 -0.372271685656716 -0.377961868955224 -0.544200300298507 -0.381844136656716 -0.441953191044776 -0.529074730447761 -0.566815624477612 -0.482637288955224 -0.379517451373134 -0.725791752835821 -0.739360746865672
25 "Standing" 0.274069916107602 -0.0185440541740351 -0.109293279122807 -0.787137363888889 -0.611614171529825 -0.703620787552632 0.617567726023392 0.0880683538245614 0.276947228143363 -0.946597675643275 -0.892577652526316 -0.874429690055556 0.0773547777173392 0.00794005842154971 -0.00927954163523684 -0.845000271081871 -0.778038380964912 -0.886175506608187 -0.012304898377193 -0.0778616409423099 0.102279039896287 -0.747938599023392 -0.81201447497076 -0.796801556871345 -0.106956810491754 -0.039178116686345 -0.0558615330477193 -0.819645866695906 -0.92376429619883 -0.869013091578947 -0.650083046388889 -0.718445536415205 -0.650083046388889 -0.718445536415205 -0.830168934298246 -0.826901775204678 -0.702316028245614 -0.750813458773684 -0.882302748976608 -0.902127701491228 -0.809614156959064 -0.673067384719298 -0.778129476754386 -0.779480419415205 -0.607896348903216 -0.690335623204386 -0.851328086169591 -0.792166122660819 -0.877055875847953 -0.852442084853801 -0.777826411520468 -0.893968784502924 -0.743406970894737 -0.85574348497076 -0.797282735263158 -0.752721567766082 -0.791294122017544 -0.815681379766082 -0.756372819397661 -0.745013505982456 -0.828189280994152 -0.826006345409357 -0.807444065877193 -0.759451745578947 -0.905391691608187 -0.904819432807017
